index,judul_berita
1226,Mengenal Komersialisasi dan Hilirisasi Paten di Lingkungan Akademisi
1227,Kata Dosen FPsi UNAIR tentang Pulihkan Trauma Hingga Cegah Penculikan
1228,Dosen Pariwisata UNAIR: Jangan Sepelekan Imbauan Mitigasi Bencana di Tempat Wisata
1229,Spesialis Jantung UNAIR : Kenali Gejala Pasien Serangan Jantung
1230,FPK UNAIR Gali Potensi Anggur Laut di Pulau Giliyang Madura
1231,"Sungai Tercemar Mikroplastik, Alumnus Biologi UNAIR Lakukan Ekspedisi Sungai Nusantara"
1232,Upaya Kapal RSTKA Minimalisir Pencemaran dari Pelayaran
1233,"Kisah Kapten RSTKA, Arungi Laut Bantu Pelayanan Kesehatan"
1234,Epidemiolog UNAIR tentang Bahaya Virus Hendra : Lebih Mematikan dari Covid-19
1235,"Perihal LGBT, Ustaz Naruto: Boleh Benci Perbuatannya Tapi Bukan Orangnya!"
1236,Rumah Damping SIKIA UNAIR Minimalisir Kenakalan Remaja
1237,"Kembali Buka Summer School, Direktur SPS Dorong Diskusi soal Regionalisme"
1238,UNAIR Siap Jalin Kerja Sama dengan TAR UC Malaysia
1239,"Solusi Pemalsuan Produk Hingga Prestise Akademik, Begini Pentingnya Paten"
1240,Tingkatan Produktivitas Masyarakat Melalui Bisnis
1241,Tips Proses Kreatif dan Swasunting Naskah Ala Penulis Buku Silsilah Duka
1242,Membedah Keluarga Toxic dalam Novel Silsilah Duka
1243,Mahasiswa SIKIA tanam Mangrove Bersama Anak-Anak di Pantai Plengsengan
1244,Garuda Sakti SIKIA UNAIR Gelar Training of Trainer PKM secara Online
1245,Webinar BEM KM Psikologi Bahas Keresahan Perubahan Iklim
1246,"Pengukuhan Maba 2022, Orang Tua Mahasiswa: Kami Memohon Bimbingan Sivitas Akademika"
1247,Rektor Imbau Mahasiswa untuk Saling Mengenal dan Kolaborasi Keilmuwan
1248,Talkshow Nostalgia Sivitas Akademika dalam Opening Dies Natalis ke-59  FF UNAIR
1249,Tim PKM-RE UNAIR Ciptakan Ring Jantung Bioreseorbable Raih Pendanaan Ditjen Dikti
1250,Mahasiswi Ilmu Sejarah Raih Juara Berkat Ide Cegah Ketimpangan Pangan
1251,Intip Kisah Mahasiswa FISIP UNAIR Ikuti Student Exchange ke Singapura dan Thailand
1252,Mahasiswa FST UNAIR Teliti Potensi Daun Telinga Buatan Sebagai Solusi Kasus Microtia
1253,"Dosen HI UNAIR: Ketegangan Cina-Taiwan Bukanlah Krisis, Ini Hanya Status Quo"
1254,"Angkat Topik Penelitian Kebijakan Indonesia terhadap Kutub Utara, Mahasiswa HI UNAIR Lolos Pendanaan PKM"
1255,"Resmi Lepas Mahasiswa Outbound Mobility, Rektor: Kalian adalah Duta UNAIR di Kancah Global"
1256,KSE UNAIR lakukan Aksi Gerakan Pungut Sampah
1257,BEM Farmasi UNAIR Sukses Selenggarakan Bakti Sosial di Pasuruan
1258,IKAFE UNAIR Gelar Pertemuan Alumni Se-Jawa Timur
1259,Dosen UNAIR : Jadikan HUT RI Ke-77 sebagai Momen Penyucian dan Pengenalan Diri
1260,SIKIA UNAIR Adakan Kelas Konservasi di Taman Nasional Baluran
1261,"Bertahan di Tengah Rasa Tidak Percaya Diri, Ksatria Airlangga Berhasil Jadi Atlet Softball"
1262,Ketua AUBMO 2022 UNAIR Harap Kepengurusannya Dinamis dan Responsif
1263,Sikap Civitas Akademika dalam Memperingati Kemerdekaan RI
1264,Psikolog UNAIR Bagikan Informasi Urgensi Self Care
1265,Catatan dari Nobar Film Koesno dan Jack: Alangkah Sinematiknya Agustusan Di Surabaya
1266,Dosen FEB UNAIR Bagikan Tips Mengelola Pengeluaran Bagi Mahasiswa
1267,Sabet Juara 1 Esai Kedokteran Gigi Lewat Inovasi dentSchool
1268,Mahasiswi FKG Sabet Juara 2 Lomba Inovasi Kedokteran Gigi di Bali
1269,Kayu Secang Bisa Jadi Feed Additive pada Konversi Pakan Organik Kelinci
1270,Webinar BEM FTMM Ulas Prospek Perkembangan Artificial Intelligence di Masa Depan
1271,Kuliah Tamu Sekolah Pascasarjana Ulas Tantangan Perusahaan dalam Pengelolaan Sumber Daya Manusia
1272,Jawa Pos TV Gandeng Apoteker UNAIR Berikan Tips Aman Minum Obat
1273,Alumni FKH UNAIR Bagikan Ramuan Herbal Gratis untuk Sapi Terjangkit PMK
1274,Pakar Pariwisata UNAIR Ungkap Mitigasi Risiko Bencana Harus Disiapkan
1275,UNAIR dan RSPAL dr Ramelan Gagas Kerja Sama Tri Dharma Perguruan Tinggi
1276,Diskusi Perlindungan Pekerja Migran bersama Dubes RI untuk Bogota-Kolombia
1277,FIB UNAIR Pamer Hasil Program di Partnership for Learning
1278,Mahasiswa UNAIR Raih Juara I dalam Ajang National Business Plan Competition 2022
1279,Pakar HTN UNAIR Nilai Revisi UUP3 Hanya Formalitas
1280,Career Buddy Program Berikan Tips Jitu Hadapi Tes Psikologi
1281,Kenali Bermacam Karir di Bidang Teknologi Bersama RevoU dan DPKKA UNAIR
1282,Duta Besar RI untuk Ekuador Ceritakan Kerja Sama Indonesia-Ekuador kepada Mahasiswa HI UNAIR
1283,"Pakar Bedah Saraf FK UNAIR, Dokter Asra Al Fauzi Peroleh Dua Rekor MURI"
1284,HIMA BATTRA Semarakkan Hari Jamu Nasional melalui Herbal Festival 2022
1285,FK UNAIR Raih Rekor MURI Bidang Pelayanan Vaksinasi dan Webinar Series Terbanyak
1286,"Gandeng Polres Banyuwangi, SIKIA Gelar Vaksinasi Booster Dosis Tiga"
1287,FK UNAIR Raih Empat Rekor MURI
1288,"Undang Universiti Malaya, Academic Lecture FK Bahas Rehabilitasi Kognitif"
1289,Dokter Robiatur Sarankan Skrining Kanker Serviks di PLK UNAIR
1290,Lima Mahasiswi FIB UNAIR Menangi Kompetisi Bisnis Internasional
1291,"PKS Usulkan Raffi Ahmad Capres 2024, Pakar UNAIR: Popularitas Tak Berbanding Lurus Elektabilitas"
1292,SDGs Center UNAIR Gelar Sharing Session dan Benchmarking dengan SDGs Hub UI
1293,"Sapa Mahasiswa UNAIR, Dubes Indonesia untuk Panama Beberkan Segudang Prestasi"
1294,AcSES FEB UNAIR Sukses Gelar FALAH 2022
1295,"Sambut Pertukaran Mahasiswa, Rektor UNAIR: Pulang Harus Jadi Orang Hebat"
1296,"Edukasi Anak Jalanan, UNAIR Mengajar Gelar Joy on The Street"
1297,Tepung Teritip Potensial Jadi Sumber Protein Pengganti Pakan Kelinci
1298,"Dukung Kunci Penting Berbisnis, BPBRIN UNAIR Fasilitasi Pengembangan Start-up"
1299,"Gandeng Populix, DPKKA Bagikan Peran Data dalam Bisnis"
1300,UNAIR Sambut 301 Peserta Pertukaran Mahasiswa Merdeka
1301,Mahasiswa SIKIA UNAIR Sabet Juara III Esai Melalui Inovasi OLaLa
1302,Dr Joni Haryanto Berikan Kuliah Umum bagi Alumni Keperawatan UNAIR di Kupang
1303,Mahasiswa UNAIR Temukan Inovasi Deodorant Spray Alami Ekstrak Bintang Laut
1304,Sekolah dan Fakultas di UNAIR Lakukan Penyeragaman Tampilan Website
1305,Kunci Membangun Resiliensi dalam Beradaptasi di Era Normal Baru
1306,"Teken MoU dengan Pemkab Jember, IKA-UNAIR Bantu Eliminasi PMK"
1307,FISHPRENEUR 2022 Ulas Peluang Bisnis E-Commerce di Bidang Perikanan
1308,"Memaknai Hari Pramuka Pasca Pandemi, Pembina UKM Pramuka UNAIR: Terus Mengabdikan Diri Tanpa Batas"
1309,Membangun Personal Branding di Era Digitalisasi
1310,Dosen UNAIR: Cari Pekerjaan Sampingan yang Bisa Meningkatkan Portofolio
1311,"Kemenhub Naikkan Tarif Ojol, Ekonom UNAIR: Efek Kenaikan BBM"
1312,Wakil Rektor UNAIR Tunjukkan Rasa Bangga dalam Acara Pra-Keberangkatan IISMA 2022 Kawasan Britania Raya-Irlandia
1313,Potensi Pakan Pengganti Tepung Cirripedia sp. pada Pertambahan Bobot Badan Pakan Ternak
1314,Wakil IKA UNAIR: Wisuda Periode Agustus Momentum Mengenali Makna dan Arti Perjuangan
1315,Wakil Wisudawan Agustus 2022: Kegagalan Merupakan Proses dari Keberhasilan
1316,"Wisuda Agustus 2022, Rektor Tekankan Wisudawan untuk Kerja Keras dan Komitmen"
1317,UNAIR Luluskan 451 Mahasiswa pada Wisuda Agustus 2022
1318,"Wakili Indonesia, Alumnus UNAIR Raih Dua Medali di Sea Games 2021"
1319,Bangga! Alumnus UNAIR Raih Medali Emas pada Ajang SEA Games
1320,Ekonom UNAIR Ungkap Dampak Penghapusan Kelas BPJS
1321,"Kukuhkan 4 Gubes, Rektor: Energi Baru Antarkan UNAIR Lebih Maju"
1322,Pakar Hukum UNAIR Paparkan Alasan Penggantian Nama Sebuah Negara
1323,"Sanksi CPNS yang Mengundurkan Diri, Gubes UNAIR: Harus Ada Landasan Kuat"
1324,Direktur Kemahasiswaan UNAIR Tekankan Urgensi Wirausaha Bagi Mahasiswa
1325,"UNAIR Resmikan Rumah Kompos, Fasilitasi Pengelolaan Sampah di Kampus"
1326,Kolaborasi Antarkan Mahasiswa UNAIR Juara 2 Lomba Debat Nasional GCE 2022
1327,"Banyak CPNS Mundur, Gubes UNAIR: Pemerintah Harus Adaptif"
1328,Dosen Ilmu Politik UNAIR:  Anies-Puan Calon yang Mempunyai Peluang Besar
1329,Pakar Politik UNAIR: Dicari Capres yang Mampu Menjalankan Konstitusi
1330,UNAIR – University of Nottingham Perkuat Kolaborasi Riset dan Inovasi
1331,Dua Faktor yang Memengaruhi Biaya Pengobatan Pasien BPJS Diabetes Mellitus
1332,Dokter UNAIR TV Ulas Peran Neuromarketing dalam Pemasaran Produk
1333,Tim FEB UNAIR Presentasikan Paper dalam Konferensi Internasional IIFAC 2022
1334,Empat Bayi Lahir di RSTKA pada Pelayanan Kesehatan Pulau Raas
1335,Manajer SDM Bank Indonesia Ungkap Masalah Distribusi Barang
1336,Peran Tim Rehabilitasi Medik dalam Peringatan Hari Lanjut Usia Nasional 2022 di Jatim
1337,Assistant Manager BI: Ekonomi yang Terbuka Tidak Selamanya Baik
1338,Mahasiswa UNAIR Raih Best Delegate dalam Ajang International Future Leaders Summit 2022
1339,Webinar BEM FTMM Ajak Pahami Lebih Dekat Seputar Blockchain
1340,HIMA BATTRA Kenalkan Herbal Kecantikan Indonesia ke Kancah Internasional Melalui Webinar REFORDU
1341,Catatan Kritis Kemenlu RI Atas Mekanisme Penyelesaian Sengketa di ASEAN
1342,Usung Urban Farming Empowerment Mahasiswa SIKIA UNAIR Banyuwangi Sabet Juara III dalam Ajang Esai Nasional
1343,"Diwisuda Dengan Dua Gelar, Ahmad Nailul: Orang Tua Motivasi Terbesar"
1344,FK UNAIR Upgrade Kompetensi Dokter untuk Deteksi Dini Penyakit Jantung pada Ibu Hamil
1345,Dosen FK UNAIR Ungkap Pentingnya Stimulan Musik Klasik pada Perkembangan Otak dalam Rahim
1346,"Refleksi HUT Kemerdekaan, Prof Badri Munir: “Indonesia Maju” Mampu Menjadi Ambisi Kolektif Bangsa"
1347,Bupati Pamekasan Paparkan Peran Aparatur Pemerintah Bagi Kemajuan Indonesia pada Gelaran Airlangga Forum
1348,Satu Keluarga Alumni Ilmu Hukum UNAIR Raih Rekor Muri
1349,Konferensi Tahunan FISIP ICOCSPA Ke-8 Hadirkan Keynote Speaker dari Berbagai Negara
1350,"Atlet Wushu UNAIR, Alisya Mellynar Raih Emas dan Perunggu di Ajang ASEAN University Games 2022"
1351,BEM KM SIKIA Banyuwangi Cetuskan Konservasi Tanaman Obat Langka di Kawasan Gunung Ijen
1352,"Gandeng SDGs Center UNAIR, BPSDM JATIM Gelar Workshop TOT Kompetensi"
1353,FISIP UNAIR Bekali Lulusan Persiapkan Karir
1354,"Capai Zero Stunting di Desa Karanganyar, Vokasi UNAIR Kenalkan Aplikasi APSI dan Cek Kesehatan Gratis"
1355,SDGs Center UNAIR Jajaki Kerja Sama dengan Tiga Kampus di Denmark
1356,Dosen FF UNAIR Berikan Pelatihan Pemanfaatan Jeruk Nipis jadi Produk IRT Potensial
1357,BEM KM SIKIA Dukung Branding Wisata Banyuwangi
1358,Cerita Perjalanan Prof Hadi Menuju Guru Besar UNAIR
1359,Mahasiswa UNAIR Raih Juara 2 Lomba Paper and Conference IESS 2022
1360,Fakultas Psikologi Bersama TIM ACDH UNAIR Berikan Edukasi Kesehatan Mental Masyarakat Bintan
1361,Gubes UNAIR Refleksikan Paradoks dalam Perkembangan Masyarakat Informasi di Era Digital
1362,"Dikukuhkan sebagai Guru Besar, Prof Hadi Subhan Bahas Hukum Kepailitan di Indonesia"
1363,Prof Lilik Kembangkan Obat Antimalaria Baru dan Model Terapi Adjuvant
1364,Kayu Secang Berpotensi Pertahankan Berat Hidup dan Karkas Akhir Kelinci saat alami Heat Stress
1365,Gubes UNAIR Teliti Identifikasi Forensik Melalui Sibling DNA dan Cell-Free Fethal DNA
1366,SRE UNAIR Kampanyekan EBT dan G20 pada Siswa SMA/SMK
1367,Mahasiswa Pengobat Tradisional Adakan Closing Ceremony Kegiatan PBL di Desa Segoro Tambak Sidoarjo
1368,"Berangkatkan Calon Jamaah Haji UNAIR, Rektor Pesankan Sikap Peduli"
1369,Kuliah Tamu Pascasarjana UNAIR Eksplor Nilai Dasar di Era Pasca Globalisasi
1370,"Tolak dan Pulangkan WNA, Dosen Hukum UNAIR : Wujud Kedaulatan Setiap Negara"
1371,Ekonom UNAIR Paparkan 3 Dampak Angka Kelahiran Terus Menurun di Negara Maju
1372,Dosen Ilkom UNAIR Paparkan Tantangan UMKM Masuk ke Pasar Digital
1373,UNAIR Masuk 401-500 THE Asia University Rankings 2022 dan Nominasi THE Asia Awards 2022
1374,Kolaborasi Peneliti UNAIR Teliti Faktor Kepatuhan Sarana Distribusi Kosmetika di Jatim
1375,Pakar UNAIR Analisis Aturan Resmi Penghapusan Tenaga Honorer
1376,Ekonom UNAIR Tanggapi Tren Angka Kelahiran yang Terus Menurun di Negara Maju
1377,Nadia Bagikan Pengalaman Menyenangkan Selama Berkuliah di NTU Singapura
1378,Asrama Bhinneka Tunggal Ika Adakan Halal Bihalal Bersama Pakde Karwo dan Para Alumni
1379,"Melesat, QS WUR UNAIR Tembus Top 369 Dunia"
1380,Fakultas Vokasi UNAIR Peringati Dies Natalis Ke-8
1381,Musyawarah IKA FH UNAIR Menetapkan Masfuk jadi Ketua Periode 2022-2026
1382,Mahasiswa SIKIA UNAIR Kenalkan Porsi Makanan Tepat untuk Cegah Stunting
1383,Menelisik Ideologi Pekerja Kereta Api pada Masa Lampau
1384,Tanggapan Dosen Pariwisata UNAIR soal Tarif Candi Borobudur Naik
1385,Upaya Konservasi Tumbuhan Melalui Temuan Senyawa Fenolik dan Hilirisasi Produk Nano Herbal
1386,"Dikukuhkan sebagai Guru Besar, Prof Aty Kembangkan Obat Malaria dari Tanaman Herbal"
1387,Prof Tanjung Ungkap Manfaat Kimia Bahan Alam sebagai Bioindustri Obat
1388,Tim MEDICATION UNAIR Raih Medali Perunggu dalam International Science Project Competition
1389,Prof Mas Rahmah Tekankan Pentingnya Adaptasi HKI di Era Perekonomian Digital
1390,Rektor: Orasi Guru Besar Jadi Bukti Inklusivitas Ilmu di UNAIR
1391,Mahasiswa FKG UNAIR Usung Penelitian Potensi Ekstrak Daun Ungu sebagai Denture Cleanser Herbal
1392,Menilik Hak Masyarakat Adat yang Diterabas dalam Pembangunan IKN
1393,Guru Besar FH UNAIR Perdana Terbitkan Buku “Kedaulatan Negara Menurut Hukum Internasional”
1394,"Manfaatkan Banjir Tahunan, Antropologi FISIP UNAIR Adakan Pelatihan Ternak Itik"
1395,Kelompok Randualas KKN-BBM UNAIR Revitalisasi Tari Ritual Tok Tok Bruk
1396,Gebyar Desa Sukses Tutup KKN-BBM 66 UNAIR Desa Kreteranggon Lamongan
1397,"Tingkatkan Produktivitas Ternak Kambing, FKH UNAIR Sosialisasikan Inseminasi Buatan di Madura"
1398,Inovasi Mahasiswa UNAIR Buat Artificial Meniskus
1399,FKM UNAIR Gelar Pengabdian Masyarakat bagi Tenaga Kesehatan di RSUD Sanjiwani Gianyar Bali
1400,"Naikan Ekonomi Warga Desa Gampang Sidoarjo, Tim PKM UNAIR Bekali Remaja Keterampilan Wirausaha"
1401,"Dorong Tingkatkan Ekonomi Warga Desa Gampang, Sidoarjo, 4 Mahasiswa UNAIR Lolos Pendanaan Kemdikbud Ristek"
1402,FEB UNAIR Gelar Tasyakuran dan Launching Kegiatan Dies Natalis Ke-61
1403,"Lancarkan BIAN 2022, Geliat UNAIR Kolaborasi dengan Lembaga Pemerintah dan Masyarakat"
1404,"Kasus Perundungan di Tasikmalaya, Pakar UNAIR: Peran Lingkungan Sangat Penting"
1405,Mahasiswa FEB UNAIR Gagas Inovasi “Destination Branding” dengan Kearifan Lokal
1406,"Dies Natalis 61 FEB UNAIR, Rektor: Kalau Fakultas Ini Bagus maka Baguslah UNAIR"
1407,"61 Tahun FEB UNAIR, Dekan: Terus Gaungkan Sinergi untuk UNAIR dan Indonesia"
1408,"Cegah Persebaran Narkoba, Tim KKN UNAIR Gelar Sosialisasi di Wilayah Gresik"
1409,Tim KKN UNAIR Demonstrasikan Pemanfaatan Pupuk Organik di Desa Kuwiran
1410,Tiga Mahasiswa Bahasa dan Sastra Inggris Raih Juara 1 Lomba Debat Nasional VDC 2022
1411,"Ajak Bisnis Makanan Sehat, Mahasiswa KKN BBM UNAIR Kenalkan Olahan Bebas Gluten"
1412,DPKKA UNAIR Berikan Edukasi Peluang Bisnis dan Karir Digital
1413,"Pakar Pariwisata UNAIR: Likupang Tourism Festival, Event Luar Biasa Menuju Bangkitnya Pariwisata Indonesia"
1414,Simak Kiat-Kiat Public Speaking dan Internship Melalui Webinar Scholarly FKM UNAIR
1415,"Rayakan Ulang Tahun, RS UNAIR Gelar Khitan Massal Gratis"
1416,"Peringati Hari Jadi, RS UNAIR Gelar FUN BIKE"
1417,"Kisah Annisa Salsabilla, Mahasiswa Berprestasi 2 UNAIR 2022 Kategori Sarjana"
1418,"Mengenal Salsabila, Mahasiswa D3 Perpajakan yang Menjadi Mawapres UNAIR 2022"
1419,"Hampir Telat Mendaftar, Beginilah Kisah Mawapres 3 UNAIR 2022 Kategori Diploma"
1420,ILSA Chapter UNAIR Terbitkan Policy Paper tentang Perlindungan Hak Masyarakat Hukum Adat
1421,"Do Everything, Do Something, dan Do Nothing pada Pasien Gawat Darurat"
1422,Simak Manajemen Obat-Obatan Darurat dari Apoteker UNAIR
1423,Mahasiswa SIKIA Ajak Nelayan Peduli Keselamatan Kerja
1424,"Lestarikan Budaya Jawa, Perpustakaan UNAIR Gelar Lomba Parikan Jowo"
1425,Implementasi SMK3 di Industri Pertambangan
1426,"PCOS Dapat Menyerang Remaja Perempuan, Simak Penjelasan Dosen Fakultas Kedokteran UNAIR"
1427,HIMA Manajemen Perhotelan Unair Gandeng Pixy dan Gatsby Gelar Event Beauty & Handsome Class
1428,"Melihat Peluang, HIMA EKIS UNAIR Berikan Pelatihan Desain"
1429,"Tingkatkan Kapasitas Pengurus, Himpunan Mahasiswa B-PHA UNAIR Adakan Upgrading"
1430,Pagelaran EXPO PDB 2022 sebagai Manifestasi Kolaborasi
1431,HIMA BATTRA Gelar Workshop Untuk Mengenalkan Tradisi Mandi Rempah di Indonesia
1432,Vaksin Merah Putih UNAIR Tunggu Ijin BPOM untuk Uji Klinis Fase 3
1433,Ketua MES Jatim Sarankan 3 Strategi Bisnis ke Bank Syariah
1434,REFORDU Demonstrasikan Pembuatan ‘Cem-ceman’ Kemiri Guna Minimalisir Kerontokan Rambut
1435,"Jadi Yang Terbanyak, 42 Mahasiswa UNAIR Berjuang di TEMILREG FOSSEI JATIM 2022"
1436,"Mengenal Triase, Sistem Pemilahan Pasien pada Kondisi Gawat Darurat"
1437,"Gugah Mahasiswa Prioritaskan Keselamatan Kerja di Pertambangan, Alumni UNAIR Kenalkan Metode ICAM"
1438,Perspektif Syariah dalam Perannya pada Pengembangan Ekonomi Berkelanjutan
1439,Departemen Anestesiologi dan Reanimasi FK UNAIR Adakan Workshop ‘Sepsis in Critically-ill Patients’
1440,"Peduli Lingkungan, Mahasiswa KKN UNAIR Gandeng Systemiq Gelar Kegiatan Workshop Pengelolaan dan Pengolahan Sampah"
1441,13 Prodi FEB UNAIR Siap Ikuti Akreditasi Internasional FIBAA
1442,"Citayam Fashion Week, Gubes HKI UNAIR : The Power of Netizen Lebih Cepat dari Prosedur Hukum"
1443,"Soal CFW dan HKI, Gubes UNAIR: Perlindungan demi Perkembangan Industri Kreatif"
1444,"Gandeng UGM, Tim KKN UNAIR Bentuk UMKM dan Penyuluhan Digital Marketing pada Masyarakat Bawean"
1445,10 Prodi di UNAIR Resmi Dapatkan Akreditasi FIBAA
1446,PKIP UNAIR Berikan Sosialisasi dan Adakan Website Awards
1447,FK UNAIR Berikan Edukasi Kader Bangkalan Soal Pasien Schizophrenia
1448,"FK UNAIR Edukasi Hepatitis A, B, C, D, E hingga Hepatitis Misterius"
1449,Tim KKN UNAIR Ajak Masyarakat Manfaatkan Limbah Sayuran dan Buah-Buahan Jadi Sabun
1450,Dosen UNAIR Ditunjuk Jadi Psikolog Atlet Tim Indonesia di ASEAN Para Games 2022
1451,Mahasiswa SIKIA UNAIR Banyuwangi Raih Juara I poster ICAVETS 2022
1452,Prodi Magister Ilmu Hukum FH UNAIR Raih Akreditasi FIBAA
1453,"Menyoal Timbunan Bansos Presiden, Ahli UNAIR: Masih Perlu Didalami"
1454,Departemen Patologi Klinik FK UNAIR Gelar Pengabdian Masyarakat bagi Tenaga Kesehatan di Bangkalan
1455,FK UNAIR Berikan Edukasi Kader Pendamping ODGJ di Bangkalan
1456,FKH UNAIR Latih Masyarakat Cowindo Cegah PMK dan Tingkatkan Penghasilan Susu Sapi
1457,2 Mahasiswa UNAIR Raih Juara 2 Duta Wisata Kabupaten Rembang 2022
1458,Tim SIKIA UNAIR Banyuwangi Evakuasi dan Identifikasi Paus Terdampar di Banyuwangi
1459,"Bantu Tangani Wabah PMK di Lamongan, Gubes FKH UNAIR Upayakan Vaksinasi Ternak Pertengahan Agustus Mendatang"
1460,FPsi UNAIR Berikan Edukasi Kesehatan Reproduksi Remaja di Pasuruan
1461,Tiga Ksatria Airlangga Sabet Juara I Lomba Debat Nasional
1462,Epidemiolog UNAIR: Tolak Ukur Menuju Endemi Indonesia Bisa Dilihat dari Rate of Transmission
1463,Direktur Walhi Jatim: Pengelolaan Limbah Elektronik Indonesia Belum Maksimal
1464,"Rayakan HUT Ke-11, RSUA Launching Lima Layanan Unggulan"
1465,BEM UNAIR Dorong Adanya Solusi Pengelolaan Limbah Elektronik
1466,Mansfield Foundation Gandeng UNAIR Bahas Sikap Indonesia Undang Putin dan Zelensky di KTT G20
1467,Pakar Psikologi UNAIR Paparkan Alasan di Balik Aksi Hadang Truk Demi Konten
1468,Penegakan Diagnosis Tumor Paru dengan Core Needle Biopsy
1469,Divisi Litbang Perpustakaan UNAIR Kenalkan CAS SciFindern
1470,Mahasiswa FEB UNAIR Borong 7 Juara pada Temilreg FoSSEI JATIM 2022
1471,Rektor UNAIR Sampaikan Peran Presidensi G20 Indonesia dalam Dukung Dua Poin SDGs
1472,Menakar Peluang Usaha Cenderamata Bernuansa Sejarah
1473,"Bahas Constitutional Internet Blocking, Mahasiswa FH Jadi Pembicara di Konferensi Nasional hingga Terbitkan Jurnal"
1474,Kuliah Tamu FISIP UNAIR Bersama Prof. Martin van Bruinessen Eksplor Dinamika Islam di Indonesia
1475,Tips Sukses Ikuti Pilmapres Ala Juara 1 Mawapres UNAIR 2022
1476,"Gait BEM FIB UNAIR, Ruangguru Sosialisasikan Program READY"
1477,"Kolaborasi Bersama Ruangguru, BEM FIB UNAIR Gelar Webinar Persiapan Karier"
1478,"Gagas Aplikasi Pengelola Sampah Berbasis Syariah, Mahasiswa UNAIR Raih Juara 1 Temilreg FoSSEI Jatim 2022"
1479,Cerita Putri Nabilah Terpilih sebagai Juara 3 Mawapres UNAIR 2022
1480,"Justin Bieber Derita Ramsay Hunt Syndrome, Pakar UNAIR Beri Komentar"
1481,"Raih Juara 1 Mawapres, Genada Siap Wakili UNAIR di Ajang Pilmapres Nasional"
1482,Semarak Dekan Cup FV UNAIR Setelah Dua Tahun Vakum
1483,BPSDM Jatim Tandatangani Kerja Sama dengan SDGs Center UNAIR
1484,"Angkat Gagasan Fun Rehabilitation bagi Penyintas HIV/AIDS, Lusiana Jadi Mawapres 2  Kategori Diploma"
1485,SIKIA Dorong Pemberdayaan Kelompok Sadar Wisata Banyuwangi Lewat Program Konservasi Penyu
1486,"Menyoal Kasus Meme Stupa Candi, Pakar UNAIR: Tindakan Itu Kurang Etis"
1487,Tim UNAIR Lolos Pendanaan Berkat Inovasi Puntung Rokok Sebagai Media Hidroponik dan Biopestisida
1488,"Adakan Pengmas di Pesisir Bulak, Guru Besar FKH Sosialisasikan Manfaat Hasil Laut Cegah Stunting"
1489,Mahasiswa KKN UNAIR Gelar Kegiatan Ecoprinting dan Ecobrick Guna Tingkatkan Perekonomian Masyarakat Desa Candisari
1490,Mahasiswa KKN BBM UNAIR Dorong Kebangkitan UMKM Keripik Belut
1491,Rumah Sakit Hewan Pendidikan UNAIR Adakan Pengmas Pemeriksaan Mata pada Hewan Kesayangan
1492,FEB UNAIR Terima Kunjungan Mahasiswa Universiti Malaya
1493,"CAPAPA, Inovasi Obat Kumur Mahasiswa FKG yang Raih Pendanaan PKM"
1494,Cak Thoriq Apresiasi Airlangga Forum sebagai Rekomendasi Kebencanaan
1495,SDGs Center UNAIR Lakukan Roadshow SDGs ke Fakultas Kesehatan Masyarakat UNAIR
1496,"Peduli Stroke, Departemen Neurologi FK UNAIR Gandeng Perawat dalam Continuing Neurological Education 2022"
1497,Fakultas Psikologi UNAIR Berikan Pelatihan Expressive Writing Bagi Agen Pendamping Korban Kekerasan Seksual Pra-Nikah
1498,Mahasiswa UNAIR Buat Lubang Biopori Pencegah Banjir di Desa Lojejer
1499,Kaji Pluralisme Hukum Indonesia Antarkan Mahasiswa UNAIR Jadi Pembicara Forum Internasional
1500,"Kurangnya Perhatian Soal Sampah, FST UNAIR Edukasi Pengelolaan Sampah di Gili Sapeken"
1501,FST UNAIR Bantu Tingkatkan Pengolahan Sampah di Gili Sapeken
1502,Tim UNAIR Lolos Pendanaan PKM-RSH 2022 Lewat Studi Komparatif Kebijakan Era SBY dengan Jokowi
1503,"Anti Buku Bajakan, Mahasiswa UNAIR Hadirkan Website Penjualan Buku dengan Legit Check"
1504,Mahasiswa HI UNAIR Tapaki Tanah Kazakhstan dalam Kegiatan Magang di KBRI
1505,Pakar Hukum UNAIR Tulis Buku Aborsi Akibat Perkosaan
1506,"MK Tolak Uji Materiil Ganja Medis, Pakar Hukum Islam UNAIR: Masih Banyak Jalan"
1507,UNAIR Gelar Uji Publik Kandidat Panitia Seleksi PPKS
1508,FH UNAIR Hadirkan Penasihat Hukum Bank Indonesia dalam Sesi Temu Alumni
1509,Erick Thohir Ajak Generasi Muda Siap Hadapi Ekonomi Digital di Indonesia
1510,CEO Wakaftani Paparkan Dua Risiko Lembaga Filantropi di Era Digital
1511,"Resmi, Warek IDI UNAIR Pimpin Forum Wakil Rektor Bidang Kerja Sama"
1512,"Wujudkan Kebermanfaatan, BEM FEB UNAIR Gelar Aksi Sosial Donor Darah"
1513,Cegah Pernikahan Dini Fakultas Keperawatan UNAIR Gelar Comdev Pulau Kangean
1514,Lebih Dekat dengan Cerita Simulasi Perserikatan Bangsa-Bangsa (PBB)
1515,Pahami Seluk Beluk Konferensi MUN Dalam Webinar EDSA
